[Header]
TITLE, default name
FILEOPENTIME,14261914.41,11/16/2025,10:29 AM
BYAPP, Resistivity, 2.1, 1.0
INFO, APPNAME, PPMS MultiVu Application, 1.5.11
INFO, , Sample1 Name
INFO, 1, Sample1 Cross Section
INFO, 1, Sample1 Length
INFO, Ohm-m, Sample1 Units
INFO, , Sample2 Name
INFO, 1, Sample2 Cross Section
INFO, 1, Sample2 Length
INFO, Ohm-m, Sample2 Units
INFO, , Sample3 Name
INFO, 1, Sample3 Cross Section
INFO, 1, Sample3 Length
INFO, Ohm-m, Sample3 Units
INFO, , Sample4 Name
INFO, 1, Sample4 Cross Section
INFO, 1, Sample4 Length
INFO, Ohm-m, Sample4 Units
FIELDGROUP, Resistivity,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
STARTUPGROUP, Resistivity
STARTUPAXIS, X, 2, LINEAR, AUTO
STARTUPAXIS, Y1, 7, LINEAR, AUTO
STARTUPAXIS, Y2, 9, LINEAR, AUTO
STARTUPAXIS, Y3, 11, LINEAR, AUTO
PLOT_APPEARANCE, ALL, HORZ_GRID_ON, VERT_GRID_ON, MARKERS_AND_LINES, ALL_LINES
DATATYPE, TIME, 2
DATATYPE, COMMENT, 1
[Data]
Comment,Time Stamp (sec),Status (code),Temperature (K),Magnetic Field (Oe),Sample Position (deg),Bridge 1 Resistivity (Ohm-m),Bridge 1 Excitation (uA),Bridge 2 Resistivity (Ohm-m),Bridge 2 Excitation (uA),Bridge 3 Resistivity (Ohm-m),Bridge 3 Excitation (uA),Bridge 4 Resistivity (Ohm-m),Bridge 4 Excitation (uA),Bridge 1 Std. Dev. (Ohm-m),Bridge 2 Std. Dev. (Ohm-m),Bridge 3 Std. Dev. (Ohm-m),Bridge 4 Std. Dev. (Ohm-m),Number of Readings,Bridge 1 Resistance (Ohms),Bridge 2 Resistance (Ohms),Bridge 3 Resistance (Ohms),Bridge 4 Resistance (Ohms),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (watts),Drive 2 Iout (mA),Drive 2 Ipower (watts),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,14272092.03,,4.00064992904663,-89999.4453125,,,,0.0645067301432292,9.98999977111816,,,,,,1.74922710719582e-006,,,15,,64.5067301432292,,,,,,0.00,,0.00
,14272121.44,,3.99985003471375,-89779.9895833333,,,,0.0645224136352539,9.98999977111816,,,,,,2.07709280741835e-006,,,15,,64.5224136352539,,,,,,0.00,,0.00
,14272126.59,,4.00114989280701,-89507.1770833333,,,,0.0645238520304362,9.98999977111816,,,,,,1.72397720245436e-006,,,15,,64.5238520304362,,,,,,0.00,,0.00
,14272132.97,,4.00099992752075,-89209.0890625,,,,0.0645257609049479,9.98999977111816,,,,,,2.28805695534784e-006,,,15,,64.5257609049479,,,,,,0.00,,0.00
,14272138.97,,4.00134992599487,-88897.225,,,,0.0645264729817708,9.98999977111816,,,,,,2.34839335351259e-006,,,15,,64.5264729817708,,,,,,0.00,,0.00
,14272144.31,,4.00020003318787,-88635.89375,,,,0.0645269322713216,9.98999977111816,,,,,,1.8947045370621e-006,,,15,,64.5269322713216,,,,,,0.00,,0.00
,14272150.38,,3.9979499578476,-88336.5692708333,,,,0.0645275802612305,9.98999977111816,,,,,,1.15956804199557e-006,,,15,,64.5275802612305,,,,,,0.00,,0.00
,14272156.55,,3.99800002574921,-88023.4723958333,,,,0.0645286356608073,9.98999977111816,,,,,,7.83226227801249e-007,,,15,,64.5286356608073,,,,,,0.00,,0.00
,14272161.94,,3.99979984760284,-87748.9197916667,,,,0.0645298461914062,9.98999977111816,,,,,,2.00264521789368e-006,,,15,,64.5298461914063,,,,,,0.00,,0.00
,14272168.36,,3.99819993972778,-87424.2151041667,,,,0.0645315139770508,9.98999977111816,,,,,,1.84429830849464e-006,,,15,,64.5315139770508,,,,,,0.00,,0.00
,14272174.50,,3.9997501373291,-87123.9588541667,,,,0.0645239151000977,9.98999977111816,,,,,,6.74187679554733e-006,,,15,,64.5239151000977,,,,,,0.00,,0.00
,14272186.44,,4.00130009651184,-86524.7411458333,,,,0.0645212987263997,9.98999977111816,,,,,,1.35133429316457e-006,,,15,,64.5212987263997,,,,,,0.00,,0.00
,14272192.92,,3.9997501373291,-86211.0317708333,,,,0.0645233083089193,9.98999977111816,,,,,,1.87484625911789e-006,,,15,,64.5233083089193,,,,,,0.00,,0.00
